COUNTY,STATE,POPULATION,DATE
Fayette County, Texas,25349,2018-07-01
Fisher County, Texas,3839,2018-07-01
Floyd County, Texas,5837,2018-07-01
Foard County, Texas,1200,2018-07-01
Fort Bend County, Texas,787858,2018-07-01
Franklin County, Texas,10766,2018-07-01
Freestone County, Texas,19808,2018-07-01
Frio County, Texas,19816,2018-07-01
Gaines County, Texas,20901,2018-07-01
Galveston County, Texas,337890,2018-07-01
Garza County, Texas,6578,2018-07-01
Gillespie County, Texas,26804,2018-07-01
Glasscock County, Texas,1388,2018-07-01
Goliad County, Texas,7584,2018-07-01
Gonzales County, Texas,20826,2018-07-01
Gray County, Texas,21895,2018-07-01
Grayson County, Texas,133991,2018-07-01
Gregg County, Texas,123707,2018-07-01
Grimes County, Texas,28360,2018-07-01
Guadalupe County, Texas,163694,2018-07-01
Hale County, Texas,33830,2018-07-01
Hall County, Texas,3028,2018-07-01
Hamilton County, Texas,8484,2018-07-01
Hansford County, Texas,5463,2018-07-01
Hardeman County, Texas,3922,2018-07-01
Hardin County, Texas,57207,2018-07-01
Harris County, Texas,4698619,2018-07-01
Harrison County, Texas,66726,2018-07-01
Hartley County, Texas,5619,2018-07-01
Haskell County, Texas,5813,2018-07-01
Hays County, Texas,222631,2018-07-01
Hemphill County, Texas,3825,2018-07-01
Henderson County, Texas,82299,2018-07-01
Hidalgo County, Texas,865939,2018-07-01
Hill County, Texas,36354,2018-07-01
Hockley County, Texas,22980,2018-07-01
Hood County, Texas,60537,2018-07-01
Hopkins County, Texas,36810,2018-07-01
Houston County, Texas,23169,2018-07-01
Howard County, Texas,36459,2018-07-01
Hudspeth County, Texas,4795,2018-07-01
Hunt County, Texas,96493,2018-07-01
Hutchinson County, Texas,21198,2018-07-01
Irion County, Texas,1522,2018-07-01
Jack County, Texas,8843,2018-07-01
Jackson County, Texas,14874,2018-07-01
Jasper County, Texas,35872,2018-07-01
Jeff Davis County, Texas,2252,2018-07-01
Jefferson County, Texas,255001,2018-07-01
Jim Hogg County, Texas,5248,2018-07-01
Jim Wells County, Texas,40822,2018-07-01
Johnson County, Texas,171361,2018-07-01
Jones County, Texas,19817,2018-07-01
Karnes County, Texas,15650,2018-07-01
Kaufman County, Texas,128622,2018-07-01
Kendall County, Texas,45641,2018-07-01
Kenedy County, Texas,442,2018-07-01
Kent County, Texas,726,2018-07-01
Kerr County, Texas,52405,2018-07-01
Kimble County, Texas,4362,2018-07-01
King County, Texas,277,2018-07-01
Kinney County, Texas,3767,2018-07-01
Kleberg County, Texas,31129,2018-07-01
Knox County, Texas,3653,2018-07-01
Lamar County, Texas,49728,2018-07-01
Lamb County, Texas,13158,2018-07-01
Lampasas County, Texas,21229,2018-07-01
La Salle County, Texas,7531,2018-07-01
Lavaca County, Texas,20110,2018-07-01
Lee County, Texas,17144,2018-07-01
Leon County, Texas,17270,2018-07-01
Liberty County, Texas,86323,2018-07-01
Limestone County, Texas,23519,2018-07-01
Lipscomb County, Texas,3355,2018-07-01
Live Oak County, Texas,12166,2018-07-01
Llano County, Texas,21646,2018-07-01
Loving County, Texas,152,2018-07-01
Lubbock County, Texas,307412,2018-07-01
Lynn County, Texas,5877,2018-07-01
McCulloch County, Texas,7987,2018-07-01
McLennan County, Texas,254607,2018-07-01
McMullen County, Texas,749,2018-07-01
Madison County, Texas,14422,2018-07-01
Marion County, Texas,9928,2018-07-01
Martin County, Texas,5753,2018-07-01
Mason County, Texas,4280,2018-07-01
Matagorda County, Texas,36552,2018-07-01
Maverick County, Texas,58485,2018-07-01
Medina County, Texas,50921,2018-07-01
Menard County, Texas,2139,2018-07-01
Midland County, Texas,172578,2018-07-01
Milam County, Texas,25131,2018-07-01
Mills County, Texas,4921,2018-07-01
Mitchell County, Texas,8145,2018-07-01
Montague County, Texas,19596,2018-07-01
Montgomery County, Texas,590925,2018-07-01
Moore County, Texas,21485,2018-07-01
Morris County, Texas,12339,2018-07-01
Motley County, Texas,1234,2018-07-01
Nacogdoches County, Texas,65711,2018-07-01
Navarro County, Texas,49565,2018-07-01
Newton County, Texas,13746,2018-07-01
Nolan County, Texas,14751,2018-07-01
Nueces County, Texas,362265,2018-07-01
Ochiltree County, Texas,9947,2018-07-01
Oldham County, Texas,2131,2018-07-01
Orange County, Texas,83572,2018-07-01
Palo Pinto County, Texas,28875,2018-07-01
Panola County, Texas,23148,2018-07-01
Parker County, Texas,138371,2018-07-01
Parmer County, Texas,9864,2018-07-01
Pecos County, Texas,15673,2018-07-01
Polk County, Texas,50031,2018-07-01
Potter County, Texas,119648,2018-07-01
Presidio County, Texas,6948,2018-07-01
Rains County, Texas,12159,2018-07-01
Randall County, Texas,136271,2018-07-01
Reagan County, Texas,3741,2018-07-01
Real County, Texas,3478,2018-07-01
Red River County, Texas,12175,2018-07-01
Reeves County, Texas,15695,2018-07-01
Refugio County, Texas,7032,2018-07-01
Roberts County, Texas,903,2018-07-01
Robertson County, Texas,17284,2018-07-01
Rockwall County, Texas,100657,2018-07-01
Runnels County, Texas,10234,2018-07-01
Rusk County, Texas,54450,2018-07-01
Sabine County, Texas,10589,2018-07-01
San Augustine County, Texas,8232,2018-07-01
San Jacinto County, Texas,28719,2018-07-01
San Patricio County, Texas,66893,2018-07-01
San Saba County, Texas,6054,2018-07-01
Schleicher County, Texas,2895,2018-07-01
Scurry County, Texas,16866,2018-07-01
Shackelford County, Texas,3253,2018-07-01
Shelby County, Texas,25418,2018-07-01
Sherman County, Texas,3079,2018-07-01
Smith County, Texas,230221,2018-07-01
Somervell County, Texas,9016,2018-07-01
Starr County, Texas,64525,2018-07-01
Stephens County, Texas,9433,2018-07-01
Sterling County, Texas,1311,2018-07-01
Stonewall County, Texas,1362,2018-07-01
Sutton County, Texas,3758,2018-07-01
Swisher County, Texas,7462,2018-07-01
Tarrant County, Texas,2084931,2018-07-01
Taylor County, Texas,137640,2018-07-01
Terrell County, Texas,823,2018-07-01
Terry County, Texas,12287,2018-07-01
Throckmorton County, Texas,1515,2018-07-01
Titus County, Texas,33033,2018-07-01
Tom Green County, Texas,118189,2018-07-01
Travis County, Texas,1248743,2018-07-01
Trinity County, Texas,14740,2018-07-01
Tyler County, Texas,21696,2018-07-01
Upshur County, Texas,41260,2018-07-01
Upton County, Texas,3671,2018-07-01
Uvalde County, Texas,26846,2018-07-01
Val Verde County, Texas,49208,2018-07-01
Van Zandt County, Texas,56019,2018-07-01
Victoria County, Texas,92035,2018-07-01
Walker County, Texas,72480,2018-07-01
Waller County, Texas,53126,2018-07-01
Ward County, Texas,11720,2018-07-01
Washington County, Texas,35108,2018-07-01
Webb County, Texas,275910,2018-07-01
Wharton County, Texas,41619,2018-07-01
Wheeler County, Texas,5191,2018-07-01
Wichita County, Texas,132064,2018-07-01
Wilbarger County, Texas,12820,2018-07-01
Willacy County, Texas,21515,2018-07-01
Williamson County, Texas,566719,2018-07-01
Wilson County, Texas,50224,2018-07-01
Winkler County, Texas,7720,2018-07-01
Wise County, Texas,68305,2018-07-01
Wood County, Texas,45129,2018-07-01
Yoakum County, Texas,8591,2018-07-01
Young County, Texas,18045,2018-07-01
Zapata County, Texas,14190,2018-07-01
Zavala County, Texas,11983,2018-07-01
Beaver County, Utah,6580,2018-07-01
Box Elder County, Utah,54950,2018-07-01
Cache County, Utah,127068,2018-07-01
Carbon County, Utah,20269,2018-07-01
Daggett County, Utah,980,2018-07-01
Davis County, Utah,351713,2018-07-01
Duchesne County, Utah,19964,2018-07-01
Emery County, Utah,10014,2018-07-01
Garfield County, Utah,5080,2018-07-01
Grand County, Utah,9764,2018-07-01
Iron County, Utah,52775,2018-07-01
Juab County, Utah,11555,2018-07-01
Kane County, Utah,7709,2018-07-01
Millard County, Utah,13006,2018-07-01
Morgan County, Utah,12045,2018-07-01
Piute County, Utah,1445,2018-07-01
Rich County, Utah,2464,2018-07-01
Salt Lake County, Utah,1152633,2018-07-01
San Juan County, Utah,15449,2018-07-01
Sanpete County, Utah,30623,2018-07-01
Sevier County, Utah,21539,2018-07-01
Summit County, Utah,41933,2018-07-01
Tooele County, Utah,69907,2018-07-01
Uintah County, Utah,35438,2018-07-01
Utah County, Utah,622213,2018-07-01
Wasatch County, Utah,33240,2018-07-01
Washington County, Utah,171700,2018-07-01
Wayne County, Utah,2690,2018-07-01
Weber County, Utah,256359,2018-07-01
Addison County, Vermont,36973,2018-07-01
Bennington County, Vermont,35631,2018-07-01
Caledonia County, Vermont,30302,2018-07-01
Chittenden County, Vermont,164572,2018-07-01
Essex County, Vermont,6250,2018-07-01
Franklin County, Vermont,49421,2018-07-01
Grand Isle County, Vermont,7090,2018-07-01
Lamoille County, Vermont,25300,2018-07-01
Orange County, Vermont,28999,2018-07-01
Orleans County, Vermont,26907,2018-07-01
Rutland County, Vermont,58672,2018-07-01
Washington County, Vermont,58140,2018-07-01
Windham County, Vermont,42756,2018-07-01
Windsor County, Vermont,55286,2018-07-01
Accomack County, Virginia,32412,2018-07-01
Albemarle County, Virginia,108718,2018-07-01
Alleghany County, Virginia,14910,2018-07-01
Amelia County, Virginia,13013,2018-07-01
Amherst County, Virginia,31666,2018-07-01
Appomattox County, Virginia,15841,2018-07-01
Arlington County, Virginia,237521,2018-07-01
Augusta County, Virginia,75457,2018-07-01
Bath County, Virginia,4292,2018-07-01
Bedford County, Virginia,78747,2018-07-01
Bland County, Virginia,6293,2018-07-01
Botetourt County, Virginia,33277,2018-07-01
Brunswick County, Virginia,16384,2018-07-01
Buchanan County, Virginia,21221,2018-07-01
Buckingham County, Virginia,16999,2018-07-01
Campbell County, Virginia,54973,2018-07-01
Caroline County, Virginia,30772,2018-07-01
Carroll County, Virginia,29636,2018-07-01
Charles City County, Virginia,6941,2018-07-01
Charlotte County, Virginia,11938,2018-07-01
Chesterfield County, Virginia,348556,2018-07-01
Clarke County, Virginia,14523,2018-07-01
Craig County, Virginia,5064,2018-07-01
Culpeper County, Virginia,51859,2018-07-01
Cumberland County, Virginia,9809,2018-07-01
Dickenson County, Virginia,14523,2018-07-01
Dinwiddie County, Virginia,28529,2018-07-01
Essex County, Virginia,10919,2018-07-01
Fairfax County, Virginia,1150795,2018-07-01
Fauquier County, Virginia,70675,2018-07-01
Floyd County, Virginia,15795,2018-07-01
Fluvanna County, Virginia,26783,2018-07-01
Franklin County, Virginia,56195,2018-07-01
Frederick County, Virginia,88355,2018-07-01
Giles County, Virginia,16844,2018-07-01
Gloucester County, Virginia,37349,2018-07-01
Goochland County, Virginia,23244,2018-07-01
Grayson County, Virginia,15631,2018-07-01
Greene County, Virginia,19779,2018-07-01
Greensville County, Virginia,11627,2018-07-01
Halifax County, Virginia,34120,2018-07-01
Hanover County, Virginia,107239,2018-07-01
Henrico County, Virginia,329261,2018-07-01
Henry County, Virginia,50953,2018-07-01
Highland County, Virginia,2210,2018-07-01
Isle of Wight County, Virginia,36953,2018-07-01
James City County, Virginia,76397,2018-07-01
King and Queen County, Virginia,7042,2018-07-01
King George County, Virginia,26575,2018-07-01
King William County, Virginia,16939,2018-07-01
Lancaster County, Virginia,10783,2018-07-01
Lee County, Virginia,23541,2018-07-01
Loudoun County, Virginia,406850,2018-07-01
Louisa County, Virginia,36778,2018-07-01
Lunenburg County, Virginia,12086,2018-07-01
Madison County, Virginia,13295,2018-07-01
Mathews County, Virginia,8802,2018-07-01
Mecklenburg County, Virginia,30650,2018-07-01
Middlesex County, Virginia,10769,2018-07-01
Montgomery County, Virginia,98985,2018-07-01
Nelson County, Virginia,14836,2018-07-01
New Kent County, Virginia,22391,2018-07-01
Northampton County, Virginia,11735,2018-07-01
Northumberland County, Virginia,12147,2018-07-01
Nottoway County, Virginia,15420,2018-07-01
Orange County, Virginia,36644,2018-07-01
Page County, Virginia,23933,2018-07-01
Patrick County, Virginia,17673,2018-07-01
Pittsylvania County, Virginia,60949,2018-07-01
Powhatan County, Virginia,29189,2018-07-01
Prince Edward County, Virginia,22950,2018-07-01
Prince George County, Virginia,38082,2018-07-01
Prince William County, Virginia,468011,2018-07-01
Pulaski County, Virginia,34066,2018-07-01
Rappahannock County, Virginia,7252,2018-07-01
Richmond County, Virginia,9038,2018-07-01
Roanoke County, Virginia,94073,2018-07-01
Rockbridge County, Virginia,22752,2018-07-01
Rockingham County, Virginia,81244,2018-07-01
Russell County, Virginia,26748,2018-07-01
Scott County, Virginia,21534,2018-07-01
Shenandoah County, Virginia,43497,2018-07-01
Smyth County, Virginia,30472,2018-07-01
Southampton County, Virginia,17586,2018-07-01
Spotsylvania County, Virginia,134238,2018-07-01
Stafford County, Virginia,149960,2018-07-01
Surry County, Virginia,6474,2018-07-01
Sussex County, Virginia,11237,2018-07-01
Tazewell County, Virginia,40855,2018-07-01
Warren County, Virginia,40003,2018-07-01
Washington County, Virginia,54402,2018-07-01
Westmoreland County, Virginia,17830,2018-07-01
Wise County, Virginia,38012,2018-07-01
Wythe County, Virginia,28754,2018-07-01
York County, Virginia,67846,2018-07-01
Alexandria city, Virginia,160530,2018-07-01
Bristol city, Virginia,16482,2018-07-01
Buena Vista city, Virginia,6237,2018-07-01
Charlottesville city, Virginia,48117,2018-07-01
Chesapeake city, Virginia,242634,2018-07-01
Colonial Heights city, Virginia,17833,2018-07-01
Covington city, Virginia,5460,2018-07-01
Danville city, Virginia,40693,2018-07-01
Emporia city, Virginia,5121,2018-07-01
Fairfax city, Virginia,24574,2018-07-01
Falls Church city, Virginia,14772,2018-07-01
Franklin city, Virginia,8013,2018-07-01
Fredericksburg city, Virginia,29144,2018-07-01
Galax city, Virginia,6423,2018-07-01
Hampton city, Virginia,134313,2018-07-01
Harrisonburg city, Virginia,54033,2018-07-01
Hopewell city, Virginia,22596,2018-07-01
Lexington city, Virginia,7136,2018-07-01
Lynchburg city, Virginia,82126,2018-07-01
Manassas city, Virginia,41641,2018-07-01
Manassas Park city, Virginia,17307,2018-07-01
Martinsville city, Virginia,12902,2018-07-01
Newport News city, Virginia,178626,2018-07-01
Norfolk city, Virginia,244076,2018-07-01
Norton city, Virginia,3968,2018-07-01
Petersburg city, Virginia,31567,2018-07-01
Poquoson city, Virginia,12190,2018-07-01
Portsmouth city, Virginia,94632,2018-07-01
Radford city, Virginia,18339,2018-07-01
Richmond city, Virginia,228783,2018-07-01
Roanoke city, Virginia,99920,2018-07-01
Salem city, Virginia,25643,2018-07-01
Staunton city, Virginia,24922,2018-07-01
Suffolk city, Virginia,91185,2018-07-01
Virginia Beach city, Virginia,450189,2018-07-01
Waynesboro city, Virginia,22628,2018-07-01
Williamsburg city, Virginia,14896,2018-07-01
Winchester city, Virginia,28108,2018-07-01
Adams County, Washington,19759,2018-07-01
Asotin County, Washington,22610,2018-07-01
Benton County, Washington,201877,2018-07-01
Chelan County, Washington,77036,2018-07-01
Clallam County, Washington,76737,2018-07-01
Clark County, Washington,481857,2018-07-01
Columbia County, Washington,4059,2018-07-01
Cowlitz County, Washington,108987,2018-07-01
Douglas County, Washington,42907,2018-07-01
Ferry County, Washington,7649,2018-07-01
Franklin County, Washington,94347,2018-07-01
Garfield County, Washington,2247,2018-07-01
Grant County, Washington,97331,2018-07-01
Grays Harbor County, Washington,73901,2018-07-01
Island County, Washington,84460,2018-07-01
Jefferson County, Washington,31729,2018-07-01
King County, Washington,2233163,2018-07-01
Kitsap County, Washington,269805,2018-07-01
Kittitas County, Washington,47364,2018-07-01
Klickitat County, Washington,22107,2018-07-01
Lewis County, Washington,79604,2018-07-01
Lincoln County, Washington,10740,2018-07-01
Mason County, Washington,65507,2018-07-01
Okanogan County, Washington,42132,2018-07-01
Pacific County, Washington,22036,2018-07-01
Pend Oreille County, Washington,13602,2018-07-01
Pierce County, Washington,891299,2018-07-01
San Juan County, Washington,17128,2018-07-01
Skagit County, Washington,128206,2018-07-01
Skamania County, Washington,11924,2018-07-01
Snohomish County, Washington,814901,2018-07-01
Spokane County, Washington,514631,2018-07-01
Stevens County, Washington,45260,2018-07-01
Thurston County, Washington,286419,2018-07-01
Wahkiakum County, Washington,4426,2018-07-01
Walla Walla County, Washington,60922,2018-07-01
Whatcom County, Washington,225685,2018-07-01
Whitman County, Washington,49791,2018-07-01
Yakima County, Washington,251446,2018-07-01
Barbour County, West Virginia,16535,2018-07-01
Berkeley County, West Virginia,117123,2018-07-01
Boone County, West Virginia,21951,2018-07-01
Braxton County, West Virginia,14089,2018-07-01
Brooke County, West Virginia,22203,2018-07-01
Cabell County, West Virginia,93224,2018-07-01
Calhoun County, West Virginia,7254,2018-07-01
Clay County, West Virginia,8632,2018-07-01
Doddridge County, West Virginia,8406,2018-07-01
Fayette County, West Virginia,43018,2018-07-01
Gilmer County, West Virginia,8026,2018-07-01
Grant County, West Virginia,11626,2018-07-01
Greenbrier County, West Virginia,34786,2018-07-01
Hampshire County, West Virginia,23347,2018-07-01
Hancock County, West Virginia,29094,2018-07-01
Hardy County, West Virginia,13775,2018-07-01
Harrison County, West Virginia,67554,2018-07-01
Jackson County, West Virginia,28706,2018-07-01
Jefferson County, West Virginia,56811,2018-07-01
Kanawha County, West Virginia,180454,2018-07-01
Lewis County, West Virginia,16024,2018-07-01
Lincoln County, West Virginia,20599,2018-07-01
Logan County, West Virginia,32607,2018-07-01
McDowell County, West Virginia,18223,2018-07-01
Marion County, West Virginia,56097,2018-07-01
Marshall County, West Virginia,30785,2018-07-01
Mason County, West Virginia,26718,2018-07-01
Mercer County, West Virginia,59131,2018-07-01
Mineral County, West Virginia,26940,2018-07-01
Mingo County, West Virginia,23785,2018-07-01
Monongalia County, West Virginia,106420,2018-07-01
Monroe County, West Virginia,13280,2018-07-01
Morgan County, West Virginia,17787,2018-07-01
Nicholas County, West Virginia,24842,2018-07-01
Ohio County, West Virginia,41755,2018-07-01
Pendleton County, West Virginia,6997,2018-07-01
Pleasants County, West Virginia,7507,2018-07-01
Pocahontas County, West Virginia,8414,2018-07-01
Preston County, West Virginia,33839,2018-07-01
Putnam County, West Virginia,56682,2018-07-01
Raleigh County, West Virginia,74254,2018-07-01
Randolph County, West Virginia,28823,2018-07-01
Ritchie County, West Virginia,9721,2018-07-01
Roane County, West Virginia,13932,2018-07-01
Summers County, West Virginia,12760,2018-07-01
Taylor County, West Virginia,16862,2018-07-01
Tucker County, West Virginia,6955,2018-07-01
Tyler County, West Virginia,8746,2018-07-01
Upshur County, West Virginia,24415,2018-07-01
Wayne County, West Virginia,39944,2018-07-01
Webster County, West Virginia,8285,2018-07-01
Wetzel County, West Virginia,15270,2018-07-01
Wirt County, West Virginia,5830,2018-07-01
Wood County, West Virginia,84203,2018-07-01
Wyoming County, West Virginia,20786,2018-07-01
Adams County, Wisconsin,20348,2018-07-01
Ashland County, Wisconsin,15600,2018-07-01
Barron County, Wisconsin,45164,2018-07-01
Bayfield County, Wisconsin,15042,2018-07-01
Brown County, Wisconsin,263378,2018-07-01
Buffalo County, Wisconsin,13125,2018-07-01
Burnett County, Wisconsin,15392,2018-07-01
Calumet County, Wisconsin,50159,2018-07-01
Chippewa County, Wisconsin,64135,2018-07-01
Clark County, Wisconsin,34709,2018-07-01
Columbia County, Wisconsin,57358,2018-07-01
Crawford County, Wisconsin,16291,2018-07-01
Dane County, Wisconsin,542364,2018-07-01
Dodge County, Wisconsin,87847,2018-07-01
Door County, Wisconsin,27610,2018-07-01
Douglas County, Wisconsin,43208,2018-07-01
Dunn County, Wisconsin,45131,2018-07-01
Eau Claire County, Wisconsin,104534,2018-07-01
Florence County, Wisconsin,4321,2018-07-01
Fond du Lac County, Wisconsin,103066,2018-07-01
Forest County, Wisconsin,8991,2018-07-01
Grant County, Wisconsin,51554,2018-07-01
Green County, Wisconsin,36929,2018-07-01
Green Lake County, Wisconsin,18918,2018-07-01
Iowa County, Wisconsin,23771,2018-07-01
Iron County, Wisconsin,5676,2018-07-01
Jackson County, Wisconsin,20478,2018-07-01
Jefferson County, Wisconsin,85129,2018-07-01
Juneau County, Wisconsin,26617,2018-07-01
Kenosha County, Wisconsin,169290,2018-07-01
Kewaunee County, Wisconsin,20383,2018-07-01
La Crosse County, Wisconsin,118230,2018-07-01
Lafayette County, Wisconsin,16665,2018-07-01
Langlade County, Wisconsin,19268,2018-07-01
Lincoln County, Wisconsin,27689,2018-07-01
Manitowoc County, Wisconsin,79074,2018-07-01
Marathon County, Wisconsin,135428,2018-07-01
Marinette County, Wisconsin,40434,2018-07-01
Marquette County, Wisconsin,15434,2018-07-01
Menominee County, Wisconsin,4658,2018-07-01
Milwaukee County, Wisconsin,948201,2018-07-01
Monroe County, Wisconsin,46051,2018-07-01
Oconto County, Wisconsin,37830,2018-07-01
Oneida County, Wisconsin,35470,2018-07-01
Outagamie County, Wisconsin,187365,2018-07-01
Ozaukee County, Wisconsin,89147,2018-07-01
Pepin County, Wisconsin,7289,2018-07-01
Pierce County, Wisconsin,42555,2018-07-01
Polk County, Wisconsin,43598,2018-07-01
Portage County, Wisconsin,70942,2018-07-01
Price County, Wisconsin,13397,2018-07-01
Racine County, Wisconsin,196584,2018-07-01
Richland County, Wisconsin,17377,2018-07-01
Rock County, Wisconsin,163129,2018-07-01
Rusk County, Wisconsin,14147,2018-07-01
St. Croix County, Wisconsin,89694,2018-07-01
Sauk County, Wisconsin,64249,2018-07-01
Sawyer County, Wisconsin,16489,2018-07-01
Shawano County, Wisconsin,40796,2018-07-01
Sheboygan County, Wisconsin,115456,2018-07-01
Taylor County, Wisconsin,20412,2018-07-01
Trempealeau County, Wisconsin,29442,2018-07-01
Vernon County, Wisconsin,30785,2018-07-01
Vilas County, Wisconsin,21938,2018-07-01
Walworth County, Wisconsin,103718,2018-07-01
Washburn County, Wisconsin,15878,2018-07-01
Washington County, Wisconsin,135693,2018-07-01
Waukesha County, Wisconsin,403072,2018-07-01
Waupaca County, Wisconsin,51128,2018-07-01
Waushara County, Wisconsin,24263,2018-07-01
Winnebago County, Wisconsin,171020,2018-07-01
Wood County, Wisconsin,73055,2018-07-01
Albany County, Wyoming,38601,2018-07-01
Big Horn County, Wyoming,11881,2018-07-01
Campbell County, Wyoming,46140,2018-07-01
Carbon County, Wyoming,14971,2018-07-01
Converse County, Wyoming,13640,2018-07-01
Crook County, Wyoming,7450,2018-07-01
Fremont County, Wyoming,39531,2018-07-01
Goshen County, Wyoming,13376,2018-07-01
Hot Springs County, Wyoming,4555,2018-07-01
Johnson County, Wyoming,8460,2018-07-01
Laramie County, Wyoming,98976,2018-07-01
Lincoln County, Wyoming,19434,2018-07-01
Natrona County, Wyoming,79115,2018-07-01
Niobrara County, Wyoming,2388,2018-07-01
Park County, Wyoming,29324,2018-07-01
Platte County, Wyoming,8566,2018-07-01
Sheridan County, Wyoming,30233,2018-07-01
Sublette County, Wyoming,9813,2018-07-01
Sweetwater County, Wyoming,43051,2018-07-01
Teton County, Wyoming,23081,2018-07-01
Uinta County, Wyoming,20299,2018-07-01
Washakie County, Wyoming,7885,2018-07-01
Weston County, Wyoming,6967,2018-07-01
Adjuntas Municipio, Puerto Rico,17302,2018-07-01
Aguada Municipio, Puerto Rico,36621,2018-07-01
Aguadilla Municipio, Puerto Rico,50598,2018-07-01
Aguas Buenas Municipio, Puerto Rico,24848,2018-07-01
Aibonito Municipio, Puerto Rico,22143,2018-07-01
AÃ±asco Municipio, Puerto Rico,26031,2018-07-01
Arecibo Municipio, Puerto Rico,82114,2018-07-01
Arroyo Municipio, Puerto Rico,17169,2018-07-01
Barceloneta Municipio, Puerto Rico,23504,2018-07-01
Barranquitas Municipio, Puerto Rico,27476,2018-07-01
BayamÃ³n Municipio, Puerto Rico,170480,2018-07-01
Cabo Rojo Municipio, Puerto Rico,47117,2018-07-01
Caguas Municipio, Puerto Rico,124434,2018-07-01
Camuy Municipio, Puerto Rico,30503,2018-07-01
CanÃ³vanas Municipio, Puerto Rico,44296,2018-07-01
Carolina Municipio, Puerto Rico,147661,2018-07-01
CataÃ±o Municipio, Puerto Rico,23244,2018-07-01
Cayey Municipio, Puerto Rico,42349,2018-07-01
Ceiba Municipio, Puerto Rico,11018,2018-07-01
Ciales Municipio, Puerto Rico,15918,2018-07-01
Cidra Municipio, Puerto Rico,38288,2018-07-01
Coamo Municipio, Puerto Rico,37845,2018-07-01
ComerÃ­o Municipio, Puerto Rico,18598,2018-07-01
Corozal Municipio, Puerto Rico,32320,2018-07-01
Culebra Municipio, Puerto Rico,1710,2018-07-01
Dorado Municipio, Puerto Rico,35779,2018-07-01
Fajardo Municipio, Puerto Rico,29699,2018-07-01
Florida Municipio, Puerto Rico,11329,2018-07-01
GuÃ¡nica Municipio, Puerto Rico,15551,2018-07-01
Guayama Municipio, Puerto Rico,39521,2018-07-01
Guayanilla Municipio, Puerto Rico,17719,2018-07-01
Guaynabo Municipio, Puerto Rico,83787,2018-07-01
Gurabo Municipio, Puerto Rico,46068,2018-07-01
Hatillo Municipio, Puerto Rico,38826,2018-07-01
Hormigueros Municipio, Puerto Rico,15462,2018-07-01
Humacao Municipio, Puerto Rico,50532,2018-07-01
Isabela Municipio, Puerto Rico,40268,2018-07-01
Jayuya Municipio, Puerto Rico,13947,2018-07-01
Juana DÃ­az Municipio, Puerto Rico,44510,2018-07-01
Juncos Municipio, Puerto Rico,37723,2018-07-01
Lajas Municipio, Puerto Rico,21991,2018-07-01
Lares Municipio, Puerto Rico,24484,2018-07-01
Las MarÃ­as Municipio, Puerto Rico,7961,2018-07-01
Las Piedras Municipio, Puerto Rico,36458,2018-07-01
LoÃ­za Municipio, Puerto Rico,24686,2018-07-01
Luquillo Municipio, Puerto Rico,17594,2018-07-01
ManatÃ­ Municipio, Puerto Rico,37393,2018-07-01
Maricao Municipio, Puerto Rico,5426,2018-07-01
Maunabo Municipio, Puerto Rico,10370,2018-07-01
MayagÃ¼ez Municipio, Puerto Rico,71986,2018-07-01
Moca Municipio, Puerto Rico,34909,2018-07-01
Morovis Municipio, Puerto Rico,30068,2018-07-01
Naguabo Municipio, Puerto Rico,25376,2018-07-01
Naranjito Municipio, Puerto Rico,27209,2018-07-01
Orocovis Municipio, Puerto Rico,20221,2018-07-01
Patillas Municipio, Puerto Rico,16310,2018-07-01
PeÃ±uelas Municipio, Puerto Rico,19402,2018-07-01
Ponce Municipio, Puerto Rico,133191,2018-07-01
Quebradillas Municipio, Puerto Rico,22828,2018-07-01
RincÃ³n Municipio, Puerto Rico,13627,2018-07-01
RÃ­o Grande Municipio, Puerto Rico,47889,2018-07-01
Sabana Grande Municipio, Puerto Rico,21741,2018-07-01
Salinas Municipio, Puerto Rico,27083,2018-07-01
San GermÃ¡n Municipio, Puerto Rico,30229,2018-07-01
San Juan Municipio, Puerto Rico,320967,2018-07-01
San Lorenzo Municipio, Puerto Rico,35900,2018-07-01
San SebastiÃ¡n Municipio, Puerto Rico,35652,2018-07-01
Santa Isabel Municipio, Puerto Rico,21037,2018-07-01
Toa Alta Municipio, Puerto Rico,71094,2018-07-01
Toa Baja Municipio, Puerto Rico,74623,2018-07-01
Trujillo Alto Municipio, Puerto Rico,63746,2018-07-01
Utuado Municipio, Puerto Rico,27545,2018-07-01
Vega Alta Municipio, Puerto Rico,35806,2018-07-01
Vega Baja Municipio, Puerto Rico,50185,2018-07-01
Vieques Municipio, Puerto Rico,8364,2018-07-01
Villalba Municipio, Puerto Rico,21476,2018-07-01
Yabucoa Municipio, Puerto Rico,32158,2018-07-01
Yauco Municipio, Puerto Rico,33860,2018-07-01
