COUNTY,STATE,POPULATION,DATE
Sweetwater County, Wyoming,44165,2016-07-01
Teton County, Wyoming,23191,2016-07-01
Uinta County, Wyoming,20773,2016-07-01
Washakie County, Wyoming,8235,2016-07-01
Weston County, Wyoming,7236,2016-07-01
Adjuntas Municipio, Puerto Rico Commonwealth,18314,2016-07-01
Franklin city, Virginia,8306,2016-07-01
Fredericksburg city, Virginia,28297,2016-07-01
Galax city, Virginia,6775,2016-07-01
Hampton city, Virginia,135410,2016-07-01
Harrisonburg city, Virginia,53078,2016-07-01
Hopewell city, Virginia,22735,2016-07-01
Lexington city, Virginia,7045,2016-07-01
Randolph County, West Virginia,29006,2016-07-01
Ritchie County, West Virginia,9875,2016-07-01
Roane County, West Virginia,14208,2016-07-01
Summers County, West Virginia,12872,2016-07-01
Taylor County, West Virginia,16859,2016-07-01
Tucker County, West Virginia,6926,2016-07-01
Tyler County, West Virginia,8972,2016-07-01
Aguada Municipio, Puerto Rico Commonwealth,38938,2016-07-01
Aguadilla Municipio, Puerto Rico Commonwealth,54582,2016-07-01
Aguas Buenas Municipio, Puerto Rico Commonwealth,26471,2016-07-01
Aibonito Municipio, Puerto Rico Commonwealth,23605,2016-07-01
Añasco Municipio, Puerto Rico Commonwealth,27540,2016-07-01
Arecibo Municipio, Puerto Rico Commonwealth,87939,2016-07-01
Lynchburg city, Virginia,80212,2016-07-01
Manassas city, Virginia,41483,2016-07-01
Manassas Park city, Virginia,15915,2016-07-01
Martinsville city, Virginia,13445,2016-07-01
Newport News city, Virginia,181825,2016-07-01
Norfolk city, Virginia,245115,2016-07-01
Norton city, Virginia,3864,2016-07-01
Upshur County, West Virginia,24658,2016-07-01
Wayne County, West Virginia,40531,2016-07-01
Webster County, West Virginia,8646,2016-07-01
Wetzel County, West Virginia,15640,2016-07-01
Wirt County, West Virginia,5806,2016-07-01
Wood County, West Virginia,85643,2016-07-01
Wyoming County, West Virginia,21763,2016-07-01
Arroyo Municipio, Puerto Rico Commonwealth,18236,2016-07-01
Barceloneta Municipio, Puerto Rico Commonwealth,24467,2016-07-01
Barranquitas Municipio, Puerto Rico Commonwealth,28977,2016-07-01
Bayamón Municipio, Puerto Rico Commonwealth,184374,2016-07-01
Cabo Rojo Municipio, Puerto Rico Commonwealth,49361,2016-07-01
Caguas Municipio, Puerto Rico Commonwealth,132164,2016-07-01
Petersburg city, Virginia,31882,2016-07-01
Poquoson city, Virginia,12017,2016-07-01
Portsmouth city, Virginia,95252,2016-07-01
Radford city, Virginia,17483,2016-07-01
Richmond city, Virginia,223170,2016-07-01
Roanoke city, Virginia,99660,2016-07-01
Salem city, Virginia,25549,2016-07-01
Adams County, Wisconsin,20069,2016-07-01
Ashland County, Wisconsin,15714,2016-07-01
Barron County, Wisconsin,45412,2016-07-01
Bayfield County, Wisconsin,14891,2016-07-01
Brown County, Wisconsin,260401,2016-07-01
Buffalo County, Wisconsin,13099,2016-07-01
Burnett County, Wisconsin,15213,2016-07-01
Camuy Municipio, Puerto Rico Commonwealth,32434,2016-07-01
Canóvanas Municipio, Puerto Rico Commonwealth,46477,2016-07-01
Carolina Municipio, Puerto Rico Commonwealth,158457,2016-07-01
Cataño Municipio, Puerto Rico Commonwealth,24968,2016-07-01
Cayey Municipio, Puerto Rico Commonwealth,44796,2016-07-01
Ceiba Municipio, Puerto Rico Commonwealth,11937,2016-07-01
Staunton city, Virginia,24363,2016-07-01
Suffolk city, Virginia,89273,2016-07-01
Virginia Beach city, Virginia,452602,2016-07-01
Waynesboro city, Virginia,21887,2016-07-01
Williamsburg city, Virginia,15214,2016-07-01
Winchester city, Virginia,27516,2016-07-01
Adams County, Washington,19238,2016-07-01
Calumet County, Wisconsin,49553,2016-07-01
Chippewa County, Wisconsin,63649,2016-07-01
Clark County, Wisconsin,34557,2016-07-01
Columbia County, Wisconsin,56927,2016-07-01
Crawford County, Wisconsin,16321,2016-07-01
Dane County, Wisconsin,531273,2016-07-01
Dodge County, Wisconsin,88068,2016-07-01
Ciales Municipio, Puerto Rico Commonwealth,17021,2016-07-01
Cidra Municipio, Puerto Rico Commonwealth,40599,2016-07-01
Coamo Municipio, Puerto Rico Commonwealth,39558,2016-07-01
Comerío Municipio, Puerto Rico Commonwealth,19699,2016-07-01
Corozal Municipio, Puerto Rico Commonwealth,34408,2016-07-01
Culebra Municipio, Puerto Rico Commonwealth,1797,2016-07-01
Dorado Municipio, Puerto Rico Commonwealth,37536,2016-07-01
Asotin County, Washington,22306,2016-07-01
Benton County, Washington,193686,2016-07-01
Chelan County, Washington,76338,2016-07-01
Clallam County, Washington,74570,2016-07-01
Clark County, Washington,467018,2016-07-01
Columbia County, Washington,3938,2016-07-01
Door County, Wisconsin,27587,2016-07-01
Douglas County, Wisconsin,43509,2016-07-01
Dunn County, Wisconsin,44704,2016-07-01
Eau Claire County, Wisconsin,102965,2016-07-01
Florence County, Wisconsin,4456,2016-07-01
Fond du Lac County, Wisconsin,102144,2016-07-01
Fajardo Municipio, Puerto Rico Commonwealth,32219,2016-07-01
Florida Municipio, Puerto Rico Commonwealth,11988,2016-07-01
Guánica Municipio, Puerto Rico Commonwealth,16897,2016-07-01
Guayama Municipio, Puerto Rico Commonwealth,42063,2016-07-01
Guayanilla Municipio, Puerto Rico Commonwealth,19125,2016-07-01
Guaynabo Municipio, Puerto Rico Commonwealth,89307,2016-07-01
Cowlitz County, Washington,105160,2016-07-01
Douglas County, Washington,41327,2016-07-01
Ferry County, Washington,7614,2016-07-01
Franklin County, Washington,90160,2016-07-01
Garfield County, Washington,2247,2016-07-01
Grant County, Washington,93546,2016-07-01
Grays Harbor County, Washington,71628,2016-07-01
Forest County, Wisconsin,9064,2016-07-01
Grant County, Wisconsin,52214,2016-07-01
Green County, Wisconsin,37075,2016-07-01
Green Lake County, Wisconsin,18719,2016-07-01
Iowa County, Wisconsin,23654,2016-07-01
Iron County, Wisconsin,5726,2016-07-01
Jackson County, Wisconsin,20562,2016-07-01
Gurabo Municipio, Puerto Rico Commonwealth,47269,2016-07-01
Hatillo Municipio, Puerto Rico Commonwealth,40676,2016-07-01
Hormigueros Municipio, Puerto Rico Commonwealth,16290,2016-07-01
Humacao Municipio, Puerto Rico Commonwealth,53895,2016-07-01
Isabela Municipio, Puerto Rico Commonwealth,42744,2016-07-01
Jayuya Municipio, Puerto Rico Commonwealth,14984,2016-07-01
Island County, Washington,82636,2016-07-01
Jefferson County, Washington,31139,2016-07-01
King County, Washington,2149970,2016-07-01
Kitsap County, Washington,264811,2016-07-01
Kittitas County, Washington,44866,2016-07-01
Klickitat County, Washington,21301,2016-07-01
Lewis County, Washington,77066,2016-07-01
Jefferson County, Wisconsin,84625,2016-07-01
Juneau County, Wisconsin,26274,2016-07-01
Kenosha County, Wisconsin,168183,2016-07-01
Kewaunee County, Wisconsin,20405,2016-07-01
La Crosse County, Wisconsin,118122,2016-07-01
Lafayette County, Wisconsin,16753,2016-07-01
Langlade County, Wisconsin,19221,2016-07-01
Juana Díaz Municipio, Puerto Rico Commonwealth,47309,2016-07-01
Juncos Municipio, Puerto Rico Commonwealth,39477,2016-07-01
Lajas Municipio, Puerto Rico Commonwealth,23434,2016-07-01
Lares Municipio, Puerto Rico Commonwealth,26629,2016-07-01
Las Marías Municipio, Puerto Rico Commonwealth,8645,2016-07-01
Las Piedras Municipio, Puerto Rico Commonwealth,38049,2016-07-01
Lincoln County, Washington,10350,2016-07-01
Mason County, Washington,62198,2016-07-01
Okanogan County, Washington,41554,2016-07-01
Pacific County, Washington,21249,2016-07-01
Pend Oreille County, Washington,13123,2016-07-01
Pierce County, Washington,861312,2016-07-01
San Juan County, Washington,16339,2016-07-01
Lincoln County, Wisconsin,27902,2016-07-01
Manitowoc County, Wisconsin,79536,2016-07-01
Marathon County, Wisconsin,135603,2016-07-01
Marinette County, Wisconsin,40491,2016-07-01
Marquette County, Wisconsin,15067,2016-07-01
Menominee County, Wisconsin,4533,2016-07-01
Milwaukee County, Wisconsin,951448,2016-07-01
Loíza Municipio, Puerto Rico Commonwealth,26583,2016-07-01
Luquillo Municipio, Puerto Rico Commonwealth,18660,2016-07-01
Manatí Municipio, Puerto Rico Commonwealth,39941,2016-07-01
Maricao Municipio, Puerto Rico Commonwealth,5786,2016-07-01
Maunabo Municipio, Puerto Rico Commonwealth,11074,2016-07-01
Mayagüez Municipio, Puerto Rico Commonwealth,77748,2016-07-01
Moca Municipio, Puerto Rico Commonwealth,37117,2016-07-01
Skagit County, Washington,123681,2016-07-01
Skamania County, Washington,11510,2016-07-01
Snohomish County, Washington,787620,2016-07-01
Spokane County, Washington,499072,2016-07-01
Stevens County, Washington,44439,2016-07-01
Thurston County, Washington,275222,2016-07-01
Monroe County, Wisconsin,45623,2016-07-01
Oconto County, Wisconsin,37430,2016-07-01
Oneida County, Wisconsin,35601,2016-07-01
Outagamie County, Wisconsin,184526,2016-07-01
Ozaukee County, Wisconsin,88314,2016-07-01
Pepin County, Wisconsin,7307,2016-07-01
Pierce County, Wisconsin,41238,2016-07-01
Morovis Municipio, Puerto Rico Commonwealth,31603,2016-07-01
Naguabo Municipio, Puerto Rico Commonwealth,26448,2016-07-01
Naranjito Municipio, Puerto Rico Commonwealth,28805,2016-07-01
Orocovis Municipio, Puerto Rico Commonwealth,21529,2016-07-01
Patillas Municipio, Puerto Rico Commonwealth,17472,2016-07-01
Peñuelas Municipio, Puerto Rico Commonwealth,21117,2016-07-01
Wahkiakum County, Washington,4139,2016-07-01
Walla Walla County, Washington,60340,2016-07-01
Whatcom County, Washington,216800,2016-07-01
Whitman County, Washington,48851,2016-07-01
Yakima County, Washington,249636,2016-07-01
Barbour County, West Virginia,16831,2016-07-01
Berkeley County, West Virginia,113525,2016-07-01
Polk County, Wisconsin,43481,2016-07-01
Portage County, Wisconsin,70447,2016-07-01
Price County, Wisconsin,13517,2016-07-01
Racine County, Wisconsin,195140,2016-07-01
Richland County, Wisconsin,17476,2016-07-01
Rock County, Wisconsin,161620,2016-07-01
Rusk County, Wisconsin,14127,2016-07-01
Prince William County, Virginia,455210,2016-07-01
Pulaski County, Virginia,34203,2016-07-01
Rappahannock County, Virginia,7388,2016-07-01
Richmond County, Virginia,8774,2016-07-01
Roanoke County, Virginia,94031,2016-07-01
Rockbridge County, Virginia,22392,2016-07-01
Rockingham County, Virginia,79744,2016-07-01
Carson County, Texas,6057,2016-07-01
Cass County, Texas,30375,2016-07-01
Castro County, Texas,7669,2016-07-01
Chambers County, Texas,39899,2016-07-01
Cherokee County, Texas,51668,2016-07-01
Childress County, Texas,7052,2016-07-01
Clay County, Texas,10193,2016-07-01
Limestone County, Texas,23468,2016-07-01
Lipscomb County, Texas,3487,2016-07-01
Live Oak County, Texas,12056,2016-07-01
Llano County, Texas,20362,2016-07-01
Loving County, Texas,113,2016-07-01
Lubbock County, Texas,303137,2016-07-01
Lynn County, Texas,5711,2016-07-01
Davis County, Utah,342281,2016-07-01
Duchesne County, Utah,20337,2016-07-01
Emery County, Utah,10216,2016-07-01
Garfield County, Utah,4986,2016-07-01
Grand County, Utah,9579,2016-07-01
Iron County, Utah,49937,2016-07-01
Juab County, Utah,11010,2016-07-01
Russell County, Virginia,27370,2016-07-01
Scott County, Virginia,21930,2016-07-01
Shenandoah County, Virginia,43175,2016-07-01
Smyth County, Virginia,31062,2016-07-01
Southampton County, Virginia,18057,2016-07-01
Spotsylvania County, Virginia,132010,2016-07-01
Cochran County, Texas,2882,2016-07-01
Coke County, Texas,3264,2016-07-01
Coleman County, Texas,8420,2016-07-01
Collin County, Texas,939585,2016-07-01
Collingsworth County, Texas,3016,2016-07-01
Colorado County, Texas,21019,2016-07-01
Comal County, Texas,134788,2016-07-01
McCulloch County, Texas,8172,2016-07-01
McLennan County, Texas,247934,2016-07-01
McMullen County, Texas,804,2016-07-01
Madison County, Texas,13987,2016-07-01
Marion County, Texas,10147,2016-07-01
Martin County, Texas,5723,2016-07-01
Mason County, Texas,4111,2016-07-01
Kane County, Utah,7334,2016-07-01
Millard County, Utah,12694,2016-07-01
Morgan County, Utah,11437,2016-07-01
Piute County, Utah,1466,2016-07-01
Rich County, Utah,2319,2016-07-01
Salt Lake County, Utah,1121354,2016-07-01
San Juan County, Utah,16895,2016-07-01
Stafford County, Virginia,144361,2016-07-01
Surry County, Virginia,6544,2016-07-01
Sussex County, Virginia,11504,2016-07-01
Tazewell County, Virginia,42150,2016-07-01
Warren County, Virginia,39155,2016-07-01
Washington County, Virginia,54214,2016-07-01
Westmoreland County, Virginia,17592,2016-07-01
Comanche County, Texas,13484,2016-07-01
Concho County, Texas,4279,2016-07-01
Cooke County, Texas,39266,2016-07-01
Coryell County, Texas,74686,2016-07-01
Cottle County, Texas,1402,2016-07-01
Crane County, Texas,4830,2016-07-01
Crockett County, Texas,3675,2016-07-01
Matagorda County, Texas,37187,2016-07-01
Maverick County, Texas,57685,2016-07-01
Medina County, Texas,49283,2016-07-01
Menard County, Texas,2123,2016-07-01
Midland County, Texas,162565,2016-07-01
Milam County, Texas,24871,2016-07-01
Mills County, Texas,4907,2016-07-01
Sanpete County, Utah,29409,2016-07-01
Sevier County, Utah,21267,2016-07-01
Summit County, Utah,40307,2016-07-01
Tooele County, Utah,64833,2016-07-01
Uintah County, Utah,36373,2016-07-01
Utah County, Utah,592299,2016-07-01
Wasatch County, Utah,30528,2016-07-01
Wise County, Virginia,39228,2016-07-01
Wythe County, Virginia,29016,2016-07-01
York County, Virginia,67976,2016-07-01
Alexandria city, Virginia,155810,2016-07-01
Bristol city, Virginia,16960,2016-07-01
Buena Vista city, Virginia,6452,2016-07-01
Charlottesville city, Virginia,46912,2016-07-01
Crosby County, Texas,5992,2016-07-01
Culberson County, Texas,2198,2016-07-01
Dallam County, Texas,7056,2016-07-01
Dallas County, Texas,2574984,2016-07-01
Dawson County, Texas,13111,2016-07-01
Deaf Smith County, Texas,18830,2016-07-01
Delta County, Texas,5215,2016-07-01
Mitchell County, Texas,8720,2016-07-01
Montague County, Texas,19414,2016-07-01
Montgomery County, Texas,556203,2016-07-01
Moore County, Texas,22120,2016-07-01
Morris County, Texas,12593,2016-07-01
Motley County, Texas,1160,2016-07-01
Nacogdoches County, Texas,65806,2016-07-01
Washington County, Utah,160245,2016-07-01
Wayne County, Utah,2702,2016-07-01
Weber County, Utah,247560,2016-07-01
Addison County, Vermont,36959,2016-07-01
Bennington County, Vermont,36191,2016-07-01
Caledonia County, Vermont,30333,2016-07-01
Chittenden County, Vermont,161531,2016-07-01
Chesapeake city, Virginia,237940,2016-07-01
Colonial Heights city, Virginia,17772,2016-07-01
Covington city, Virginia,5518,2016-07-01
Danville city, Virginia,41898,2016-07-01
Emporia city, Virginia,5305,2016-07-01
Fairfax city, Virginia,24164,2016-07-01
Falls Church city, Virginia,14014,2016-07-01
Denton County, Texas,806180,2016-07-01
DeWitt County, Texas,20865,2016-07-01
Dickens County, Texas,2184,2016-07-01
Dimmit County, Texas,10794,2016-07-01
Donley County, Texas,3405,2016-07-01
Duval County, Texas,11428,2016-07-01
Eastland County, Texas,18274,2016-07-01
Navarro County, Texas,48523,2016-07-01
Newton County, Texas,14003,2016-07-01
Nolan County, Texas,14993,2016-07-01
Nueces County, Texas,361350,2016-07-01
Ochiltree County, Texas,10306,2016-07-01
Oldham County, Texas,2076,2016-07-01
Orange County, Texas,84964,2016-07-01
Essex County, Vermont,6176,2016-07-01
Franklin County, Vermont,48915,2016-07-01
Grand Isle County, Vermont,6919,2016-07-01
Lamoille County, Vermont,25333,2016-07-01
Orange County, Vermont,28919,2016-07-01
Orleans County, Vermont,26863,2016-07-01
Rutland County, Vermont,59310,2016-07-01
Lewis County, Tennessee,11904,2016-07-01
Lincoln County, Tennessee,33645,2016-07-01
Loudon County, Tennessee,51454,2016-07-01
McMinn County, Tennessee,52850,2016-07-01
McNairy County, Tennessee,25935,2016-07-01
Macon County, Tennessee,23450,2016-07-01
Madison County, Tennessee,97663,2016-07-01
Ector County, Texas,157462,2016-07-01
Edwards County, Texas,1911,2016-07-01
Ellis County, Texas,168499,2016-07-01
El Paso County, Texas,837918,2016-07-01
Erath County, Texas,41659,2016-07-01
Falls County, Texas,17273,2016-07-01
Fannin County, Texas,34031,2016-07-01
Fayette County, Texas,25149,2016-07-01
Palo Pinto County, Texas,28053,2016-07-01
Panola County, Texas,23492,2016-07-01
Parker County, Texas,129441,2016-07-01
Parmer County, Texas,9776,2016-07-01
Pecos County, Texas,15970,2016-07-01
Polk County, Texas,47916,2016-07-01
Potter County, Texas,120832,2016-07-01
Washington County, Vermont,58504,2016-07-01
Windham County, Vermont,43145,2016-07-01
Windsor County, Vermont,55496,2016-07-01
Accomack County, Virginia,32947,2016-07-01
Albemarle County, Virginia,106878,2016-07-01
Alleghany County, Virginia,15595,2016-07-01
Amelia County, Virginia,12913,2016-07-01
Marion County, Tennessee,28446,2016-07-01
Marshall County, Tennessee,31915,2016-07-01
Maury County, Tennessee,89981,2016-07-01
Meigs County, Tennessee,12005,2016-07-01
Monroe County, Tennessee,45970,2016-07-01
Montgomery County, Tennessee,195734,2016-07-01
Moore County, Tennessee,6323,2016-07-01
Fisher County, Texas,3854,2016-07-01
Floyd County, Texas,5917,2016-07-01
Foard County, Texas,1183,2016-07-01
Fort Bend County, Texas,741237,2016-07-01
Franklin County, Texas,10607,2016-07-01
Freestone County, Texas,19624,2016-07-01
Frio County, Texas,18956,2016-07-01
Presidio County, Texas,6958,2016-07-01
Rains County, Texas,11314,2016-07-01
Randall County, Texas,132501,2016-07-01
Reagan County, Texas,3608,2016-07-01
Real County, Texas,3389,2016-07-01
Red River County, Texas,12207,2016-07-01
Reeves County, Texas,14921,2016-07-01
Amherst County, Virginia,31633,2016-07-01
Appomattox County, Virginia,15475,2016-07-01
Arlington County, Virginia,230050,2016-07-01
Augusta County, Virginia,74997,2016-07-01
Bath County, Virginia,4476,2016-07-01
Bedford County, Virginia,77960,2016-07-01
Bland County, Virginia,6513,2016-07-01
Morgan County, Tennessee,21554,2016-07-01
Obion County, Tennessee,30578,2016-07-01
Overton County, Tennessee,22051,2016-07-01
Perry County, Tennessee,7964,2016-07-01
Pickett County, Tennessee,5142,2016-07-01
Polk County, Tennessee,16772,2016-07-01
Putnam County, Tennessee,75931,2016-07-01
Gaines County, Texas,20478,2016-07-01
Galveston County, Texas,329431,2016-07-01
Garza County, Texas,6442,2016-07-01
Gillespie County, Texas,26521,2016-07-01
Glasscock County, Texas,1314,2016-07-01
Goliad County, Texas,7517,2016-07-01
Gonzales County, Texas,20876,2016-07-01
Refugio County, Texas,7321,2016-07-01
Roberts County, Texas,916,2016-07-01
Robertson County, Texas,16751,2016-07-01
Rockwall County, Texas,93978,2016-07-01
Runnels County, Texas,10448,2016-07-01
Rusk County, Texas,52732,2016-07-01
Sabine County, Texas,10303,2016-07-01
Botetourt County, Virginia,33231,2016-07-01
Brunswick County, Virginia,16243,2016-07-01
Buchanan County, Virginia,22178,2016-07-01
Buckingham County, Virginia,17048,2016-07-01
Campbell County, Virginia,54952,2016-07-01
Caroline County, Virginia,30178,2016-07-01
Carroll County, Virginia,29531,2016-07-01
Rhea County, Tennessee,32442,2016-07-01
Roane County, Tennessee,52874,2016-07-01
Robertson County, Tennessee,69165,2016-07-01
Rutherford County, Tennessee,308251,2016-07-01
Scott County, Tennessee,21947,2016-07-01
Sequatchie County, Tennessee,14897,2016-07-01
Sevier County, Tennessee,96673,2016-07-01
Gray County, Texas,22725,2016-07-01
Grayson County, Texas,128235,2016-07-01
Gregg County, Texas,123745,2016-07-01
Grimes County, Texas,27671,2016-07-01
Guadalupe County, Texas,155265,2016-07-01
Hale County, Texas,34263,2016-07-01
Hall County, Texas,3138,2016-07-01
San Augustine County, Texas,8320,2016-07-01
San Jacinto County, Texas,27707,2016-07-01
San Patricio County, Texas,67655,2016-07-01
San Saba County, Texas,5944,2016-07-01
Schleicher County, Texas,3056,2016-07-01
Scurry County, Texas,17333,2016-07-01
Shackelford County, Texas,3315,2016-07-01
Charles City County, Virginia,7071,2016-07-01
Charlotte County, Virginia,12129,2016-07-01
Chesterfield County, Virginia,339009,2016-07-01
Clarke County, Virginia,14374,2016-07-01
Craig County, Virginia,5158,2016-07-01
Culpeper County, Virginia,50083,2016-07-01
Cumberland County, Virginia,9652,2016-07-01
Shelby County, Tennessee,934603,2016-07-01
Smith County, Tennessee,19447,2016-07-01
Stewart County, Tennessee,13182,2016-07-01
Sullivan County, Tennessee,156667,2016-07-01
Sumner County, Tennessee,180063,2016-07-01
Tipton County, Tennessee,61303,2016-07-01
Trousdale County, Tennessee,8271,2016-07-01
Hamilton County, Texas,8304,2016-07-01
Hansford County, Texas,5538,2016-07-01
Hardeman County, Texas,3906,2016-07-01
Hardin County, Texas,56322,2016-07-01
Harris County, Texas,4589928,2016-07-01
Harrison County, Texas,66534,2016-07-01
Hartley County, Texas,5747,2016-07-01
Shelby County, Texas,25579,2016-07-01
Sherman County, Texas,3068,2016-07-01
Smith County, Texas,225290,2016-07-01
Somervell County, Texas,8775,2016-07-01
Starr County, Texas,64122,2016-07-01
Stephens County, Texas,9906,2016-07-01
Sterling County, Texas,1367,2016-07-01
Dickenson County, Virginia,14968,2016-07-01
Dinwiddie County, Virginia,28144,2016-07-01
Essex County, Virginia,11123,2016-07-01
Fairfax County, Virginia,1138652,2016-07-01
Fauquier County, Virginia,69069,2016-07-01
Floyd County, Virginia,15731,2016-07-01
Unicoi County, Tennessee,17719,2016-07-01
Union County, Tennessee,19140,2016-07-01
Van Buren County, Tennessee,5689,2016-07-01
Warren County, Tennessee,40516,2016-07-01
Washington County, Tennessee,127440,2016-07-01
Wayne County, Tennessee,16713,2016-07-01
Haskell County, Texas,5681,2016-07-01
Hays County, Texas,204470,2016-07-01
Hemphill County, Texas,4129,2016-07-01
Henderson County, Texas,79901,2016-07-01
Hidalgo County, Texas,849843,2016-07-01
Hill County, Texas,35077,2016-07-01
Hockley County, Texas,23275,2016-07-01
Stonewall County, Texas,1426,2016-07-01
Sutton County, Texas,3869,2016-07-01
Swisher County, Texas,7466,2016-07-01
Tarrant County, Texas,2016872,2016-07-01
Taylor County, Texas,136535,2016-07-01
Terrell County, Texas,812,2016-07-01
Terry County, Texas,12799,2016-07-01
Fluvanna County, Virginia,26271,2016-07-01
Franklin County, Virginia,56069,2016-07-01
Frederick County, Virginia,84421,2016-07-01
Giles County, Virginia,16857,2016-07-01
Gloucester County, Virginia,37214,2016-07-01
Goochland County, Virginia,22668,2016-07-01
Grayson County, Virginia,15107,2016-07-01
Weakley County, Tennessee,33507,2016-07-01
White County, Tennessee,26653,2016-07-01
Williamson County, Tennessee,219107,2016-07-01
Wilson County, Tennessee,132781,2016-07-01
Anderson County, Texas,57734,2016-07-01
Andrews County, Texas,17760,2016-07-01
Angelina County, Texas,87791,2016-07-01
Hood County, Texas,56857,2016-07-01
Hopkins County, Texas,36400,2016-07-01
Houston County, Texas,22754,2016-07-01
Howard County, Texas,36708,2016-07-01
Hudspeth County, Texas,4053,2016-07-01
Hunt County, Texas,92073,2016-07-01
Hutchinson County, Texas,21511,2016-07-01
Throckmorton County, Texas,1533,2016-07-01
Titus County, Texas,32592,2016-07-01
Tom Green County, Texas,118386,2016-07-01
Travis County, Texas,1199323,2016-07-01
Trinity County, Texas,14442,2016-07-01
Tyler County, Texas,21320,2016-07-01
Upshur County, Texas,40969,2016-07-01
Upton County, Texas,3673,2016-07-01
Greene County, Virginia,19371,2016-07-01
Greensville County, Virginia,11706,2016-07-01
Halifax County, Virginia,34992,2016-07-01
Hanover County, Virginia,104392,2016-07-01
Henrico County, Virginia,326501,2016-07-01
Henry County, Virginia,51445,2016-07-01
Highland County, Virginia,2216,2016-07-01
Aransas County, Texas,25721,2016-07-01
Archer County, Texas,8703,2016-07-01
Armstrong County, Texas,1876,2016-07-01
Atascosa County, Texas,48797,2016-07-01
Austin County, Texas,29758,2016-07-01
Bailey County, Texas,7181,2016-07-01
Bandera County, Texas,21776,2016-07-01
Irion County, Texas,1557,2016-07-01
Jack County, Texas,8744,2016-07-01
Jackson County, Texas,14869,2016-07-01
Jasper County, Texas,35648,2016-07-01
Jeff Davis County, Texas,2200,2016-07-01
Jefferson County, Texas,254679,2016-07-01
Jim Hogg County, Texas,5146,2016-07-01
Uvalde County, Texas,27285,2016-07-01
Val Verde County, Texas,48881,2016-07-01
Van Zandt County, Texas,54355,2016-07-01
Victoria County, Texas,92467,2016-07-01
Walker County, Texas,71484,2016-07-01
Waller County, Texas,50115,2016-07-01
Ward County, Texas,11600,2016-07-01
Isle of Wight County, Virginia,36596,2016-07-01
James City County, Virginia,74404,2016-07-01
King and Queen County, Virginia,7159,2016-07-01
King George County, Virginia,25984,2016-07-01
King William County, Virginia,16334,2016-07-01
Lancaster County, Virginia,10972,2016-07-01
Lee County, Virginia,24179,2016-07-01
Bastrop County, Texas,82733,2016-07-01
Baylor County, Texas,3697,2016-07-01
Bee County, Texas,32750,2016-07-01
Bell County, Texas,340411,2016-07-01
Bexar County, Texas,1928680,2016-07-01
Blanco County, Texas,11392,2016-07-01
Borden County, Texas,633,2016-07-01
Bosque County, Texas,18097,2016-07-01
Jim Wells County, Texas,41149,2016-07-01
Johnson County, Texas,163274,2016-07-01
Jones County, Texas,20009,2016-07-01
Karnes County, Texas,15254,2016-07-01
Kaufman County, Texas,118350,2016-07-01
Kendall County, Texas,42540,2016-07-01
Kenedy County, Texas,404,2016-07-01
Washington County, Texas,35056,2016-07-01
Webb County, Texas,271193,2016-07-01
Wharton County, Texas,41735,2016-07-01
Wheeler County, Texas,5546,2016-07-01
Wichita County, Texas,131838,2016-07-01
Wilbarger County, Texas,12892,2016-07-01
Willacy County, Texas,21810,2016-07-01
Loudoun County, Virginia,385945,2016-07-01
Louisa County, Virginia,35236,2016-07-01
Lunenburg County, Virginia,12273,2016-07-01
Madison County, Virginia,13078,2016-07-01
Mathews County, Virginia,8782,2016-07-01
Mecklenburg County, Virginia,30892,2016-07-01
Bowie County, Texas,93860,2016-07-01
Brazoria County, Texas,354195,2016-07-01
Brazos County, Texas,220417,2016-07-01
Brewster County, Texas,9200,2016-07-01
Briscoe County, Texas,1474,2016-07-01
Brooks County, Texas,7214,2016-07-01
Brown County, Texas,38271,2016-07-01
Kent County, Texas,769,2016-07-01
Kerr County, Texas,51504,2016-07-01
Kimble County, Texas,4423,2016-07-01
King County, Texas,289,2016-07-01
Kinney County, Texas,3590,2016-07-01
Kleberg County, Texas,31690,2016-07-01
Knox County, Texas,3806,2016-07-01
Lamar County, Texas,49791,2016-07-01
Williamson County, Texas,528718,2016-07-01
Wilson County, Texas,48480,2016-07-01
Winkler County, Texas,7893,2016-07-01
Wise County, Texas,64455,2016-07-01
Wood County, Texas,44227,2016-07-01
Yoakum County, Texas,8488,2016-07-01
Young County, Texas,18152,2016-07-01
Middlesex County, Virginia,10778,2016-07-01
Montgomery County, Virginia,98602,2016-07-01
Nelson County, Virginia,14869,2016-07-01
New Kent County, Virginia,21147,2016-07-01
Northampton County, Virginia,12139,2016-07-01
Northumberland County, Virginia,12222,2016-07-01
Nottoway County, Virginia,15595,2016-07-01
Burleson County, Texas,17760,2016-07-01
Burnet County, Texas,46243,2016-07-01
Caldwell County, Texas,41161,2016-07-01
Calhoun County, Texas,21965,2016-07-01
Callahan County, Texas,13820,2016-07-01
Cameron County, Texas,422135,2016-07-01
Camp County, Texas,12867,2016-07-01
Lamb County, Texas,13275,2016-07-01
Lampasas County, Texas,20760,2016-07-01
La Salle County, Texas,7613,2016-07-01
Lavaca County, Texas,19809,2016-07-01
Lee County, Texas,17055,2016-07-01
Leon County, Texas,17299,2016-07-01
Liberty County, Texas,81704,2016-07-01
Zapata County, Texas,14349,2016-07-01
Zavala County, Texas,12023,2016-07-01
