Year,Race_ID,County_ID,Household_Income,Household_Income_MOE
2019,6,71,75273,22459.0
2018,6,71,50487,18199.0
2017,6,71,68429,20660.0
2016,6,71,52526,15402.0
2015,6,71,51025,15101.999999999998
2014,6,71,45264,13407.0
2013,6,71,50917,9722.0
2017,6,75,4080,906.0
2015,6,75,15608,8811.0
2019,6,79,95028,15255.999999999998
2018,6,79,76419,31861.0
2016,6,79,52826,32329.0
2014,6,79,94815,67581.0
2013,6,79,50349,29461.0
2019,6,81,63370,3712.0
2018,6,81,60374,2763.0
2017,6,81,57485,3236.0
2016,6,81,47696,3627.0000000000014
2015,6,81,45877,2145.0
2014,6,81,48992,4094.0
2013,6,81,48012,3346.0
2019,6,83,27970,12383.0
2018,6,83,35962,23187.0
2014,6,83,33340,11833.0
2013,6,83,88098,24995.0
2019,6,85,50357,10067.0
2018,6,85,81993,37846.0
2017,6,85,56271,26242.0
2016,6,85,52039,22913.0
2015,6,85,29034,13755.000000000002
2014,6,85,39779,12824.0
2013,6,85,36259,13271.0
2019,6,87,54777,13595.000000000002
2018,6,87,59666,6769.0
2017,6,87,40260,15503.0
2016,6,87,56430,20102.0
2015,6,87,53688,22608.0
2014,6,87,42227,17196.0
2013,6,87,40584,11406.0
2016,6,89,100921,80019.0
2018,6,91,93681,74931.0
2016,6,91,76204,35024.0
2015,6,91,85807,19829.0
2014,6,91,81676,10406.0
2019,6,93,40932,19904.0
2018,6,93,73263,59263.0
2017,6,93,16820,12657.0
2016,6,93,30877,19153.0
2015,6,93,48282,3877.0
2014,6,93,45341,18696.0
2013,6,93,43523,23353.0
2019,6,103,91243,23409.0
2018,6,103,76228,4125.0
2017,6,103,79686,17742.0
2016,6,103,66912,8649.0
2015,6,103,73792,7433.999999999999
2014,6,103,58496,8162.0
2013,6,103,65121,12503.0
2019,6,105,61135,3381.0
2016,6,105,22107,17615.0
2014,6,105,54989,23063.0
2013,6,105,36053,22454.0
2019,6,109,41935,40525.0
2019,6,111,65228,12319.0
2018,6,111,45200,31154.0
2017,6,111,62835,10653.0
2016,6,111,26887,5692.0
2015,6,111,34505,20435.0
2019,6,117,34077,9798.0
2018,6,117,35566,14372.0
2015,6,117,19556,16790.0
2019,6,119,60029,11663.0
2018,6,119,59770,6837.999999999999
2017,6,119,50899,5593.0
2016,6,119,44459,6470.0
2015,6,119,49347,5229.0
2014,6,119,54478,4572.0
2013,6,119,51503,3327.0
2019,7,1,40161,27477.0
2018,7,1,36269,2628.0
2017,7,1,50836,17103.0
2016,7,1,29081,28091.0
2014,7,1,31946,7969.000000000001
2013,7,1,78738,38311.0
2019,7,5,42038,4950.0
2018,7,5,41816,13669.0
2017,7,5,48750,11047.0
2016,7,5,34451,6062.0
2015,7,5,46837,5995.0
2014,7,5,31092,6490.0
2013,7,5,32975,10639.0
2019,7,7,27640,16887.0
2018,7,7,40075,39496.0
2016,7,7,40220,21521.0
2015,7,7,32368,24381.0
2018,7,9,36424,33633.0
2017,7,9,29571,17104.0
2016,7,9,35563,12848.0
2015,7,9,21250,9855.0
2014,7,9,31250,30045.0
2013,7,9,25000,4963.0
2018,7,11,66445,37521.0
2016,7,11,31379,15131.999999999998
2015,7,11,62750,28776.000000000004
2014,7,11,33438,13203.0
2019,7,13,76042,20466.0
2015,7,13,61071,8831.0
2014,7,13,40417,28804.0
2013,7,13,47800,42372.0
2019,7,15,67896,62841.0
2017,7,15,31799,15888.999999999998
2015,7,15,87798,64951.0
2013,7,15,28759,22394.0
2019,7,19,65897,18189.0
2018,7,19,65712,29616.0
2013,7,19,14847,12035.0
2019,7,27,120588,120777.0
2018,7,27,70190,46423.0
2017,7,27,70225,22089.0
2016,7,27,47775,12225.0
2015,7,27,33397,20382.0
2014,7,27,62926,9934.0
2013,7,27,59402,8374.0
2019,7,29,47243,11263.0
2018,7,29,41006,11333.0
2017,7,29,30298,10928.0
2016,7,29,30291,9842.0
2015,7,29,49081,24121.0
2014,7,29,36726,8203.0
2013,7,29,27153,13541.000000000002
2018,7,45,56124,30464.0
2017,7,45,25341,10331.0
2016,7,45,42014,11301.0
2015,7,45,25483,16965.0
2014,7,45,40541,9165.0
2019,7,47,73630,8968.0
2018,7,47,59342,7038.0
2017,7,47,68864,5900.0
2016,7,47,50651,7173.0
2015,7,47,56079,6396.0
2014,7,47,48291,8510.0
2013,7,47,52580,9405.0
2016,7,51,14012,12764.0
2014,7,51,51745,22960.0
2013,7,51,16712,14353.999999999998
2019,7,53,30060,29838.0
2017,7,53,91199,2227.0
2016,7,53,35142,20392.0
2019,7,55,50539,21744.0
2018,7,55,40763,26236.0
2017,7,55,41048,9349.0
2015,7,55,35722,10823.0
2014,7,55,44688,14577.999999999998
2013,7,55,28775,14488.000000000002
2019,7,59,113699,12647.0
2018,7,59,74241,31788.0
2017,7,59,100838,23005.0
2016,7,59,75750,18143.0
2015,7,59,76498,18066.0
2014,7,59,78323,12309.0
2013,7,59,62559,13150.0
2019,7,61,71171,14366.0
2018,7,61,58540,7757.999999999999
2017,7,61,55209,8329.0
2016,7,61,60353,11894.0
2015,7,61,60791,6483.0
2014,7,61,46381,14318.999999999998
2013,7,61,48769,7940.0
2019,7,63,46883,23586.0
2017,7,63,37922,3650.0
2016,7,63,36602,11766.0
2015,7,63,22767,3847.0
2014,7,63,55679,39263.0
2019,7,65,37220,10947.0
2018,7,65,51844,9637.0
2016,7,65,36523,23591.0
2015,7,65,20938,20531.0
2014,7,65,74205,37642.0
2013,7,65,21941,7221.999999999999
2019,7,67,40944,14622.999999999998
2018,7,67,55956,18814.0
2017,7,67,40673,11857.0
2016,7,67,39964,22403.0
2015,7,67,39772,25305.0
2014,7,67,45795,28070.0
2013,7,67,40049,15215.000000000002
2018,7,69,250001,
2017,7,69,60985,49059.0
2015,7,69,13828,2949.0
2014,7,69,32852,6616.0
2019,7,71,90059,27462.0
2018,7,71,67453,20022.0
2017,7,71,66297,29092.0
2016,7,71,52218,33291.0
2015,7,71,66090,43434.0
2014,7,71,57191,17271.0
2013,7,71,41688,30794.0
2018,7,75,62903,41186.0
2017,7,75,45750,33189.0
2016,7,75,25625,21299.0
2015,7,75,42739,28014.0
2014,7,75,27447,14488.999999999998
2013,7,75,43438,31139.000000000004
2018,7,79,116875,68937.0
2016,7,79,135805,26826.0
2014,7,79,118202,58090.00000000001
2019,7,81,79298,8419.0
2018,7,81,76516,8081.999999999999
2017,7,81,66645,6491.0
2016,7,81,71924,12623.0
2015,7,81,65575,7811.0
2014,7,81,61477,7645.000000000001
2013,7,81,66368,9981.0
2018,7,83,41468,41057.0
2017,7,83,46125,11792.0
2016,7,83,26831,21054.0
2015,7,83,56357,38492.0
2014,7,83,31198,2935.0
2013,7,83,59776,25273.0
2019,7,85,103447,21629.0
2018,7,85,74226,72393.0
2017,7,85,77355,21132.0
2016,7,85,68974,26833.0
2015,7,85,57642,24525.0
2013,7,85,63842,19057.0
2019,7,87,113384,37108.0
2018,7,87,55602,49921.0
2017,7,87,78503,21904.0
2016,7,87,91907,37452.0
2015,7,87,75601,9641.0
2014,7,87,82347,33301.0
2013,7,87,70982,32158.0
2019,7,89,49461,26584.0
2018,7,89,93125,59386.00000000001
2017,7,89,35886,34626.0
2016,7,89,55284,34652.0
2014,7,89,54867,32665.000000000004
2013,7,89,31135,12562.0
2019,7,91,96142,19780.0
2018,7,91,85226,8694.0
2017,7,91,77014,46770.0
2016,7,91,122592,100661.0
2015,7,91,88798,51513.0
2013,7,91,42137,36855.0
2019,7,93,20203,18562.0
2018,7,93,35207,9111.0
2017,7,93,43353,42308.0
2016,7,93,26674,19788.0
2015,7,93,37940,33526.0
2013,7,93,63698,21928.0
2017,7,101,45448,10431.0
2019,7,103,104315,27495.0
2018,7,103,66864,16666.0
2017,7,103,92246,14485.0
2016,7,103,101613,14491.0
2015,7,103,86815,14465.0
2014,7,103,65617,47906.0
2013,7,103,58013,11996.0
2017,7,105,95071,18873.0
2016,7,105,100071,97868.0
2015,7,105,28219,9713.0
2013,7,105,53263,27281.000000000004
2019,7,109,63417,52491.0
2018,7,109,26523,8768.0
2017,7,109,42477,25339.0
2013,7,109,26903,7747.0
2019,7,111,86512,44055.0
2017,7,111,55632,22381.0
2016,7,111,41116,36470.0
2015,7,111,57444,9647.0
2014,7,111,45505,18594.0
2016,7,113,47890,25322.0
2013,7,113,39085,30679.0
2016,7,117,101086,29736.0
2015,7,117,103845,81657.0
2013,7,117,50731,9726.0
2019,7,119,103595,41436.0
2018,7,119,77862,26813.0
2017,7,119,75630,21832.0
2016,7,119,86321,26737.0
2015,7,119,76290,25308.0
2014,7,119,100699,29613.000000000004
2013,7,119,66548,33200.0
2019,8,1,77026,5464.0
2018,8,1,74534,4650.0
2017,8,1,75035,3488.0
2016,8,1,69531,3334.0
2015,8,1,65188,4798.0
2014,8,1,67682,3090.0
2013,8,1,63060,3131.0
2019,8,5,65994,5322.0
2018,8,5,58898,4776.0
2017,8,5,63929,3089.0
2016,8,5,57362,5193.0
2015,8,5,57875,4922.0
2014,8,5,57129,7783.0
2013,8,5,59297,5176.0
2019,8,7,56356,4859.0
2018,8,7,52362,3877.0
2017,8,7,51283,3502.0
2016,8,7,53666,3103.0
2015,8,7,47512,3722.0
2014,8,7,50125,2937.0
2013,8,7,47526,3453.9999999999995
2019,8,9,52154,2805.0
2018,8,9,49216,3052.0
2017,8,9,50007,3013.0
2016,8,9,48342,3235.0
2015,8,9,40901,2461.0
2014,8,9,44612,3650.0
2013,8,9,41378,2724.0
2019,8,11,60480,4190.0
2018,8,11,53831,5104.0
2017,8,11,57324,3811.0
2016,8,11,56602,4075.0
2015,8,11,53094,3680.0
2014,8,11,53949,2506.0
2013,8,11,51181,3067.0
2019,8,13,51558,3010.0
2018,8,13,47258,3275.0
2017,8,13,47554,2731.0
2016,8,13,44913,2938.0
2015,8,13,46642,2948.0
2014,8,13,42722,2487.0
2013,8,13,41964,2425.0
2019,8,15,61254,4862.0
2018,8,15,55719,3593.0
2017,8,15,52064,5641.0
2016,8,15,51580,3076.0
2015,8,15,54976,3842.0
2014,8,15,51426,3533.0
2013,8,15,46916,3393.9999999999995
2019,8,19,59880,5432.0
2018,8,19,57052,5872.0
2017,8,19,58491,4559.0
2016,8,19,55505,4657.0
2015,8,19,46033,3966.0
2014,8,19,54402,5263.0
2013,8,19,44486,5687.0
2019,8,27,88244,4807.0
2018,8,27,84517,4112.0
2017,8,27,82468,5285.0
2016,8,27,76777,3554.0
2015,8,27,74775,3893.0
2014,8,27,73744,4109.0
2013,8,27,76963,4526.0
2019,8,29,66999,2045.0
2018,8,29,63482,1973.0
2017,8,29,62519,1414.0
2016,8,29,61847,1569.0
2015,8,29,60434,1643.0
2014,8,29,56523,1442.0
2013,8,29,56912,1248.0
2019,8,45,54826,3643.0000000000014
2018,8,45,53168,4072.0
2017,8,45,49102,3034.0
2016,8,45,45772,3235.0
2015,8,45,52793,3111.0
2014,8,45,54038,3457.0
2013,8,45,47445,4935.0
2019,8,47,90577,1774.9999999999998
2018,8,47,83910,3224.0
2017,8,47,81162,1432.0
2016,8,47,75144,2461.0
2015,8,47,68252,2405.0
2014,8,47,65618,1882.0
2013,8,47,61483,1346.0
2019,8,51,60091,4102.0
2018,8,51,62330,5828.0
2017,8,51,56895,4199.0
2016,8,51,53871,4681.0
2015,8,51,54464,6926.0
2014,8,51,50489,3360.0
2013,8,51,52277,4553.0
2019,8,53,63839,6905.000000000001
2018,8,53,59047,4040.0
2017,8,53,55444,6444.0
2016,8,53,62182,6391.0
2015,8,53,59923,3616.0
2014,8,53,52475,4047.0000000000014
2013,8,53,52671,5624.0
2019,8,55,71212,1960.0
2018,8,55,68322,2381.0
2017,8,55,66748,2085.0
2016,8,55,62464,2176.0
2015,8,55,63465,2516.0
2014,8,55,58775,1794.0
2013,8,55,58701,1701.9999999999998
2019,8,59,127041,3603.0
2018,8,59,122458,2890.0
2017,8,59,116614,4355.0
2016,8,59,111961,1964.0
2015,8,59,107102,2921.0
2014,8,59,103119,2614.0
2013,8,59,101974,1879.0
2019,8,61,132362,6957.000000000001
2018,8,61,126091,3814.0
2017,8,61,126173,5588.0
2016,8,61,116359,4128.0
2015,8,61,110445,4970.0
2014,8,61,111967,4098.0
2013,8,61,107436,5511.0
2019,8,63,60071,3916.0000000000014
2018,8,63,57769,3677.0
2017,8,63,58771,3136.0
2016,8,63,53238,4015.0
2015,8,63,53425,3405.0000000000005
2014,8,63,52629,2904.0
2013,8,63,47964,3868.0
2019,8,65,61972,3445.0000000000005
2018,8,65,57750,2480.0
2017,8,65,56790,2599.0
2016,8,65,56316,2792.0
2015,8,65,51310,1899.0
2014,8,65,51520,2414.0
2013,8,65,46891,2702.0
2019,8,67,67655,2877.0
2018,8,67,67589,2288.0
2017,8,67,65359,2206.0
2016,8,67,63414,2206.0
2015,8,67,62046,1716.9999999999998
2014,8,67,57409,1855.0
2013,8,67,56558,2617.0
2019,8,69,68005,5424.0
2018,8,69,64024,3600.0
2017,8,69,68386,5861.0
2016,8,69,58759,4454.0
2015,8,69,60240,4145.0
2014,8,69,60432,4038.0
2013,8,69,59974,3720.0
2019,8,71,86232,6055.0
2018,8,71,80826,4522.0
2017,8,71,82494,5846.0
2016,8,71,81106,4815.0
2015,8,71,76729,3807.0
2014,8,71,75977,3136.0
2013,8,71,72866,3994.0
2019,8,75,59203,4708.0
2018,8,75,54020,3659.0
2017,8,75,54487,3649.0
2016,8,75,53709,3334.0
2015,8,75,49991,2504.0
2014,8,75,48761,4455.0
2013,8,75,47040,4022.0000000000014
2019,8,79,106705,6777.0
2018,8,79,104365,8102.0
2017,8,79,106452,10759.0
2016,8,79,99676,9266.0
2015,8,79,95125,7468.000000000001
2014,8,79,103474,6678.0
2013,8,79,94805,7986.0
2019,8,81,83541,3258.0
2018,8,81,80552,2098.0
2017,8,81,72423,2548.0
2016,8,81,71770,1703.0
2015,8,81,67493,2405.0
2014,8,81,66125,1848.0
2013,8,81,61902,1442.0
2019,8,83,75282,4826.0
2018,8,83,74860,3238.0
2017,8,83,67290,3595.0
2016,8,83,69982,3318.0
2015,8,83,62074,2795.0
2014,8,83,64600,2764.0
2013,8,83,59815,3868.0
2019,8,85,104240,3606.0
2018,8,85,90754,3765.0
2017,8,85,89425,5462.0
2016,8,85,85662,4113.0
2015,8,85,81401,2852.0
2014,8,85,80346,3838.0
2013,8,85,75909,2751.0
2019,8,87,101546,3461.0
2018,8,87,88442,5371.0
2017,8,87,94213,9156.0
2016,8,87,91421,7168.0
2015,8,87,90608,4136.0
2014,8,87,90759,3598.0
2013,8,87,80405,3685.0
2019,8,89,52460,5843.0
2018,8,89,49223,3314.0
2017,8,89,50343,3077.0
2016,8,89,51919,1932.0
2015,8,89,42177,3045.0
2014,8,89,43802,3079.0
2013,8,89,45735,4697.0
2019,8,91,87713,5619.0
2018,8,91,81937,3694.0
2017,8,91,83397,4339.0
2016,8,91,75004,3738.0
2015,8,91,73831,4540.0
2014,8,91,71607,3435.0000000000005
2013,8,91,70598,4072.0
2019,8,93,78851,7919.999999999999
2018,8,93,71606,5584.0
2017,8,93,71285,6701.0
2016,8,93,66792,3189.0
2015,8,93,64780,6327.0
2014,8,93,61573,2546.0
2013,8,93,60382,3538.0
2019,8,101,52730,2360.0
2018,8,101,55484,3052.0
2017,8,101,50670,3091.0
2016,8,101,50131,3774.0000000000014
2015,8,101,46726,2893.0
2014,8,101,46902,2237.0
2013,8,101,46432,3101.0
2019,8,103,109817,3032.0
2018,8,103,104030,3011.0
2017,8,103,99259,2431.0
2016,8,103,98065,2569.0
2015,8,103,92105,1630.0
2014,8,103,91298,1955.0
2013,8,103,89687,2302.0
2019,8,105,61496,9026.0
2018,8,105,56378,8284.0
2017,8,105,60411,8884.0
2016,8,105,59292,6523.0
2015,8,105,59600,6453.0
2014,8,105,54415,6852.999999999999
2013,8,105,50038,3570.9999999999995
2019,8,109,63165,3980.0
2018,8,109,64089,4434.0
2017,8,109,62664,7884.999999999999
2016,8,109,61109,4819.0
2015,8,109,61064,5483.0
2014,8,109,59921,4892.0
2013,8,109,53524,4761.0
2019,8,111,64898,5052.0
2018,8,111,69405,4694.0
2017,8,111,64140,4137.0
2016,8,111,65676,3333.0
2015,8,111,61662,2251.0
2014,8,111,61595,3588.0
2013,8,111,59981,4357.0
2019,8,113,64072,6409.0
2018,8,113,56243,2638.0
2017,8,113,60399,6133.0
2016,8,113,60227,6536.0
2015,8,113,59217,6899.0
2014,8,113,57947,4574.0
2013,8,113,57726,5036.0
2019,8,117,64299,5942.0
2018,8,117,62564,4521.0
2017,8,117,52111,3196.0
2016,8,117,59753,4631.0
2015,8,117,51094,2897.0
2014,8,117,46596,4706.0
2013,8,117,51528,3096.0
2019,8,119,126202,5217.0
2018,8,119,117798,6448.0
2017,8,119,116004,3421.0
2016,8,119,111119,4157.0
2015,8,119,108828,5186.0
2014,8,119,103378,2726.0
2013,8,119,102444,3760.0
2019,9,1,49717,20330.0
2018,9,1,36864,10785.0
2017,9,1,41031,5213.0
2016,9,1,36137,6215.0
2015,9,1,30700,27764.0
2014,9,1,46544,17937.0
2013,9,1,32289,11890.0
2019,9,5,36720,1941.0
2018,9,5,33646,1377.0
2017,9,5,32911,1583.0
2016,9,5,31978,977.0
2015,9,5,29213,1850.0
2014,9,5,26979,1371.0
2013,9,5,28484,1509.0
2019,9,7,45915,23740.0
2018,9,7,51929,19558.0
2017,9,7,23346,19121.0
2016,9,7,17190,9679.0
2015,9,7,30516,15948.999999999998
2014,9,7,14716,12111.0
2013,9,7,25596,6616.0
2019,9,9,58989,43696.0
2018,9,9,44063,16414.0
2017,9,9,27225,7919.0
2016,9,9,34773,5266.0
2015,9,9,15788,8404.0
2014,9,9,36773,29472.0
2013,9,9,27188,14258.000000000002
2019,9,11,43131,14672.999999999998
2018,9,11,35131,9206.0
2017,9,11,26276,6137.0
2015,9,11,28339,5190.0
2014,9,11,61517,31744.0
2019,9,13,21055,9438.0
2018,9,13,23828,8244.0
2017,9,13,19730,7874.0
2016,9,13,19188,13205.0
2014,9,13,28807,16182.0
2013,9,13,27247,8516.0
2019,9,15,57822,23109.0
2016,9,15,71033,39654.0
2013,9,15,32641,21781.0
2019,9,19,85276,69765.0
2018,9,19,67580,42627.0
2017,9,19,55818,26563.0
2015,9,19,45709,19863.0
2014,9,19,16622,5799.0
2013,9,19,111613,90765.0
2019,9,27,81597,31418.000000000004
2018,9,27,52256,6503.0
2017,9,27,74764,28234.0
2016,9,27,65757,13181.0
2015,9,27,71115,18443.0
2014,9,27,58183,10304.0
2013,9,27,41543,13121.0
2019,9,29,36228,6319.0
2018,9,29,28462,6057.0
2017,9,29,30337,6194.0
2016,9,29,24348,7201.999999999999
2015,9,29,26172,4797.0
2014,9,29,25186,3185.0
2013,9,29,27440,7004.0
2019,9,45,45680,7047.000000000001
2018,9,45,54167,6227.0
2017,9,45,40900,9043.0
2016,9,45,40862,13288.0
2015,9,45,44682,18498.0
2014,9,45,34781,3924.0
2013,9,45,41564,19825.0
2019,9,47,49928,2498.0
2018,9,47,45842,3568.0
2017,9,47,40165,2015.0
2016,9,47,38747,2200.0
2015,9,47,37848,2089.0
2014,9,47,36396,1047.0
2013,9,47,36730,1895.0
2018,9,51,36641,18663.0
2016,9,51,75666,12366.0
2014,9,51,45823,38308.0
2013,9,51,18637,11342.0
2018,9,53,87825,39928.0
2017,9,53,158102,156197.0
2016,9,53,50425,22998.0
2015,9,53,50859,6018.0
2014,9,53,250001,
2019,9,55,40634,5700.0
2018,9,55,27282,6116.0
2017,9,55,32018,3314.0
2016,9,55,26731,3043.0
2015,9,55,30387,3328.0
2014,9,55,31406,5735.0
2013,9,55,26047,2458.0
2019,9,59,101094,7802.000000000001
2018,9,59,81187,6705.0
2017,9,59,85764,5577.0
2016,9,59,80390,5890.0
2015,9,59,77240,9055.0
2014,9,59,75920,8621.0
2013,9,59,70421,6420.0
2019,9,61,41052,2042.0
2018,9,61,39704,4614.0
2017,9,61,38841,2781.0
2016,9,61,35994,3514.0
2015,9,61,33815,2406.0
2014,9,61,34893,2980.0
2013,9,61,32401,1851.0
2019,9,63,75919,61785.0
2018,9,63,28444,19736.0
2017,9,63,32298,13704.0
2016,9,63,69837,51777.0
2015,9,63,14199,10216.0
2014,9,63,40752,15696.0
2019,9,65,49746,20379.0
2018,9,65,38877,14228.999999999998
2017,9,65,37690,11596.0
2016,9,65,25233,18135.0
2015,9,65,23209,1990.0
2014,9,65,21085,1719.0
2013,9,65,21142,5566.0
2019,9,67,44076,4138.0
2018,9,67,32735,8163.999999999999
2017,9,67,30965,4696.0
2016,9,67,36820,9777.0
2015,9,67,43787,7884.0
2014,9,67,26458,13270.0
2013,9,67,26893,12609.0
2019,9,69,29883,6396.0
2017,9,69,43153,12494.0
2016,9,69,32021,24424.0
2015,9,69,31794,9724.0
2014,9,69,41228,15651.0
2013,9,69,16699,12477.0
2019,9,71,85518,7086.0
2018,9,71,66938,10217.0
2017,9,71,76341,7621.0
2016,9,71,55922,7876.0
2015,9,71,60366,5415.0
2014,9,71,54953,7975.0
2013,9,71,62166,10792.0
2019,9,75,21629,20110.0
2018,9,75,57664,25914.0
2016,9,75,52415,21165.0
2013,9,75,27089,15792.0
2019,9,79,97332,17621.0
2018,9,79,80998,18063.0
2017,9,79,80621,27199.0
2016,9,79,76325,32122.0
2015,9,79,61000,39741.0
2014,9,79,65263,30310.0
2013,9,79,78352,35558.0
2019,9,81,65137,2813.0
2018,9,81,61080,1847.0
2017,9,81,58413,2403.0
2016,9,81,52705,2749.0
2015,9,81,52114,1607.0
2014,9,81,49676,2449.0
2013,9,81,50072,1985.0
2019,9,83,35448,9519.0
2018,9,83,36491,13069.0
2017,9,83,50496,9663.0
2016,9,83,42731,35107.0
2015,9,83,32686,26742.0
2014,9,83,34315,14093.0
2013,9,83,28729,24420.0
2019,9,85,52308,10269.0
2018,9,85,62716,9195.0
2017,9,85,65876,6763.000000000001
2016,9,85,51126,6899.0
2015,9,85,45411,7976.999999999999
2014,9,85,62615,11864.0
2013,9,85,51578,8910.0
2019,9,87,80628,18400.0
2018,9,87,78969,24012.0
2017,9,87,60036,9713.0
2016,9,87,56857,13927.0
2015,9,87,54852,22802.0
2014,9,87,55532,13099.0
2013,9,87,61674,15093.0
2018,9,89,57170,2803.0
2014,9,89,84688,80852.0
2019,9,91,101519,17407.0
2018,9,91,113409,42549.0
2017,9,91,64906,28633.0
2016,9,91,90191,22889.0
2015,9,91,108056,12538.0
2014,9,91,76132,9054.0
2013,9,91,81048,49589.0
2019,9,93,35422,21082.0
2017,9,93,41430,12717.0
2016,9,93,37353,28906.000000000004
2015,9,93,41415,4715.0
2014,9,93,33045,13845.999999999998
2013,9,93,18695,11945.0
2018,9,101,58663,26428.0
2017,9,101,132879,114794.0
2016,9,101,35446,11364.0
2015,9,101,21069,3980.0
2019,9,103,94922,8593.0
2018,9,103,85622,9313.0
2017,9,103,82633,11057.0
2016,9,103,74245,5717.0
2015,9,103,77384,5552.0
2014,9,103,69606,3509.0
2013,9,103,69876,9517.0
2019,9,105,60338,5839.0
2018,9,105,60597,31998.0
2017,9,105,39712,22955.0
2016,9,105,36172,18367.0
2015,9,105,29785,4761.0
2014,9,105,47224,18038.0
2013,9,105,32392,11238.0
2019,9,109,40472,14685.0
2018,9,109,53404,21115.0
2015,9,109,41801,22782.0
2014,9,109,38648,16469.0
2013,9,109,25847,6356.0
2019,9,111,57401,25323.0
2018,9,111,39423,7614.0
2017,9,111,71423,11021.0
2016,9,111,42138,15567.0
2015,9,111,45687,7224.000000000001
2014,9,111,36057,10824.0
2013,9,111,45037,28859.0
2017,9,113,47301,45792.0
2013,9,113,37361,29732.0
2019,9,117,57086,51041.0
2016,9,117,36823,6153.0
2015,9,117,32256,26334.0
2014,9,117,55758,30297.0
2013,9,117,40253,22919.0
2019,9,119,75820,4778.0
2018,9,119,63466,4453.0
2017,9,119,58264,6650.0
2016,9,119,54861,4279.0
2015,9,119,54181,3990.0
2014,9,119,54860,2473.0
2013,9,119,53423,6260.0
